Laptop,Status,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Price,Brand_Acer,Brand_Alurin,Brand_Apple,Brand_Asus,Brand_Deep Gaming,Brand_Dell,Brand_Denver,Brand_Dynabook Toshiba,Brand_Gigabyte,Brand_HP,Brand_Innjoo,Brand_Jetwing,Brand_LG,Brand_Lenovo,Brand_MSI,Brand_Medion,Brand_Microsoft,Brand_Millenium,Brand_PcCom,Brand_Primux,Brand_Prixton,Brand_Razer,Brand_Realme,Brand_Samsung,Brand_Thomson,Brand_Toshiba,Brand_Vant,Cores,External VRAM
"Acer Chromebook 713 CP713-2W Intel Core i3-10110U/8GB/128GB eMMC/13.5""",New,Chromebook,Intel Core i3,8,128,eMMC,,13.5,No,792.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Acer Chromebook Spin 513 Qualcomm Snapdragon SC7180/8GB/64GB eMMC/13.3"" Táctil",New,Chromebook,Qualcomm Snapdragon 7,8,64,eMMC,,13.3,Yes,602.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Acer Chromebook Spin 514 CP514-2H-53KM Intel Core i5-1130G7/8GB/256GB SSD/14"" Táctil",New,Chromebook,Intel Core i5,8,256,SSD,,14,Yes,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer ConceptD 3 CN315-72-5762 Intel Core i5-10300H/8GB/512GB SSD/15.6""",New,ConceptD,Intel Core i5,8,512,SSD,,15.6,No,1121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer ConceptD 3 CN315-72G Intel Core i5-10300H/8GB/512GB SSD/GTX 1650/15.6""",New,ConceptD,Intel Core i5,8,512,SSD,GTX 1650,15.6,No,1349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer ConceptD 3 Ezel CC314-73G-73NV Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/14"" Táctil",New,ConceptD,Intel Core i7,16,512,SSD,RTX 3050,14,Yes,2461.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Acer ConceptD 3 Ezel Pro CC314-73P-7407 Intel Core i7-11800H/16GB/1TB SSD/T1200/14"" Táctil",New,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14,Yes,2516.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Acer ConceptD 3 Pro CN314-73P-73M6 Intel Core i7-11800H/16GB/1TB SSD/T1200/14""",New,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14,No,2119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Acer Enduro EN715-51W Intel Core i5-8250U/8GB/512GB SSD/15.6""",New,Enduro,Intel Core i5,8,512,SSD,,15.6,No,3442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer Extensa 15 EX215-22 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",New,Extensa,AMD Ryzen 3,8,256,SSD,,15.6,No,371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer Extensa 15 EX215-22-R32C AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",New,Extensa,AMD Ryzen 5,8,512,SSD,,15.6,No,491.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Acer Extensa 15 EX215-22-R6F9 AMD Ryzen 5 3500U/8GB/256GB SSD/15.6""",New,Extensa,AMD Ryzen 5,8,256,SSD,,15.6,No,473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Acer Extensa 15 EX215-22-R7D2 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",New,Extensa,AMD Ryzen 3,8,256,SSD,,15.6,No,479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer Extensa 15 EX215-52-330L Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Extensa,Intel Core i3,8,256,SSD,,15.6,No,616.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Acer Extensa 15 EX215-52-519J Intel Core i5-1035G1/8GB/512GB SSD/15.6""",New,Extensa,Intel Core i5,8,512,SSD,,15.6,No,666.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer Extensa 15 EX215-53G-56MT Intel Core i5-1035G1/8GB/256GB SSD/MX330/15.6""",New,Extensa,Intel Core i5,8,256,SSD,MX 330,15.6,No,689.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer Extensa 15 EX215-54-34HR Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Extensa,Intel Core i3,8,256,SSD,,15.6,No,481.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Acer Extensa 15 EX215-54-50UV Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Extensa,Intel Core i5,8,512,SSD,,15.6,No,541.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer TravelMate P2 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,TravelMate,Intel Core i5,8,512,SSD,,14,No,803.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer TravelMate P2 P214-53-593J Intel Core i5-1135G7/16GB/512GB SSD/14""",New,TravelMate,Intel Core i5,16,512,SSD,,14,No,709.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer TravelMate P2 P215-53-54GL Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,TravelMate,Intel Core i5,8,512,SSD,,15.6,No,789.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer TravelMate P2 TMP214-52-77KP Intel Core i7-10510U/8GB/512GB SSD/14""",New,TravelMate,Intel Core i7,8,512,SSD,,14,No,714.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Acer TravelMate P2 TMP215-53 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,TravelMate,Intel Core i5,8,256,SSD,,15.6,No,691.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Acer TravelMate TMP215-52 Intel Core i3-10110U/8GB/256GB SSD/15.6""",New,TravelMate,Intel Core i3,8,256,SSD,,15.6,No,547.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Asus ROG Strix SCAR 17 G733QS-K4016T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3080,17.3,No,2052.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Asus TUF Gaming A15 FA507RR AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3070/15.6'' (PT),New,TUF,AMD Ryzen 7,16,512,SSD,RTX 3070,15.6,No,1454.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Asus VivoBook F515EA-BR283T Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,VivoBook,Intel Core i3,8,256,SSD,,15.6,No,499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Asus VivoBook S413FA-EB560T Intel Core i5-10210U/8GB/256GB SSD/14""",New,VivoBook,Intel Core i5,8,256,SSD,,14,No,686.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Asus Vivobook S 15 OLED M3502QA-MA103W AMD Ryzen 7 5800H/16GB/512GB SSD/15.6""",New,VivoBook,AMD Ryzen 7,16,512,SSD,,15.6,No,1422,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Asus ZenBook 14 Ultralight UX435EAL-KC096T Intel Evo Core i7-1165G7/16GB/512GB SSD+32GB Intel Optane/14""",New,Ultra,Intel Evo Core i7,16,32,SSD,,14,No,1349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ConceptD 7 Ezel Pro CC715-72P-77J7 Intel Core i7-11800H/32GB/1TB SSD/RTX A3000/15.6"" Táctil",New,ConceptD,Intel Core i7,32,1000,SSD,RTX A3000,15.6,Yes,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Deep Gaming Nubian 15 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/15.6""",New,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,1409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/1TB SSD/RTX 3050/15.6""",New,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,1334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/2TB SSD/RTX 3050/15.6""",New,Nubian,Intel Core i7,32,2000,SSD,RTX 3050,15.6,No,1525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/15.6""",New,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,15.6,No,1497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/2TB SSD/RTX 3050/15.6""",New,Nubian,Intel Core i7,64,2000,SSD,RTX 3050,15.6,No,1615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Deep Gaming Nubian 17 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/17.3""",New,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,17.3,No,1475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Deep Gaming Nubian 17 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/17.3""",New,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,17.3,No,1639.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Dell Latitude 3320 Intel Core i7-1165G7/8GB/512GB SSD/13.3""",New,Latitude,Intel Core i7,8,512,SSD,,13.3,No,1259.59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Dell Latitude 3330 Intel Core i5-1155G7/8GB/256GB SSD/13.3""",New,Latitude,Intel Core i5,8,256,SSD,,13.3,No,1044.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Latitude 3410 Intel Core i7-10510U/8GB/256GB SSD/14""",New,Latitude,Intel Core i7,8,256,SSD,,14,No,1177.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Dell Latitude 3420 Intel Core i5-1135G7/16 GB/512GB SSD/14"" (PT)",New,Latitude,Intel Core i5,16,512,SSD,,14,No,1237.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Latitude 3420 Intel Core i5-1135G7/16GB/512GB SSD/14""",New,Latitude,Intel Core i5,16,512,SSD,,14,No,1091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Dell Latitude 3520 Intel Core i5-1135G7/8GB/256GB SSD/15.6'' (PT),New,Latitude,Intel Core i5,8,256,SSD,,15.6,No,915.78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Latitude 3520 Intel Core i7-1165G7/16GB/512GB SSD/15.6"" (PT)",New,Latitude,Intel Core i7,16,512,SSD,,15.6,No,1383.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Dell Latitude 5320 Intel Core i5-1135G7/8 GB/256GB SSD/13.3""",New,Latitude,Intel Core i5,8,256,SSD,,13.3,No,1231.71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Latitude 5330 Intel Core i5-1235U/8GB/256GB SSD/13.3""",New,Latitude,Intel Core i5,8,256,SSD,,13.3,No,1007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Latitude 5520 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Latitude,Intel Core i5,8,256,SSD,,15.6,No,2450.71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Latitude 5530 Intel Core i5-1235U/8GB/256GB SSD/15.6""",New,Latitude,Intel Core i5,8,256,SSD,,15.6,No,1040.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Latitude 5540 Intel Core i5-1335U/8GB/256GB SSD/15.6""",New,Latitude,Intel Core i5,8,256,SSD,,15.6,No,1307.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Latitude 7430 Intel Core i5-1235U/16GB/512GB SSD/14""",New,Latitude,Intel Core i5,16,512,SSD,,14,No,1463.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Latitude 7430 Intel Core i7-1255U/16GB/512GB SSD/14""",New,Latitude,Intel Core i7,16,512,SSD,,14,No,1637.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Dell Latitude 7520 Intel Core i7-1185G7/16GB/512GB SSD/15.6""",New,Latitude,Intel Core i7,16,512,SSD,,15.6,No,2033.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Latitude,Intel Core i5,16,512,SSD,,15.6,No,1365.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6"" (PT)",New,Latitude,Intel Core i5,16,512,SSD,,15.6,No,1675.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Latitude 7530 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Latitude,Intel Core i7,16,512,SSD,,15.6,No,1715.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Dell Precision 3560 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",New,Precision,Intel Core i5,8,256,SSD,,15.6,No,1190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Precision 3560 Intel Core i5-1135G7/8 GB/512GB SSD/Quadro T500/15.6""",New,Precision,Intel Core i5,8,512,SSD,T 500,15.6,No,1848.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Precision 5470 Intel Core i7-12800H/16GB/512GB SSD/RTX A1000/14""",New,Precision,Intel Core i7,16,512,SSD,RTX A1000,14,No,3469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Dell Precision 5770 Intel Core i7-12700H/16GB/512GB SSD/RTX A2000/17"" Táctil",New,Precision,Intel Core i7,16,512,SSD,RTX A2000,17,Yes,3936,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Dell Vostro 3400 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,Vostro,Intel Core i5,8,512,SSD,,14,No,926.63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Vostro 3420 Intel Core i5-1135G7/8 GB/256GB SSD/14""",New,Vostro,Intel Core i5,8,256,SSD,,14,No,717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Vostro 3500 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Vostro,Intel Core i3,8,256,SSD,,15.6,No,930.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Dell Vostro 3501 Intel Core i3-1005G1/4 GB/256GB SSD/15.6""",New,Vostro,Intel Core i3,4,256,SSD,,15.6,No,600.68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Dell Vostro 3501 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Vostro,Intel Core i3,8,256,SSD,,15.6,No,688.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Dell Vostro 3510 Intel Core i5-1035G1/8GB/256GB SSD/15.6""",New,Vostro,Intel Core i5,8,256,SSD,,15.6,No,1289.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Vostro 5320 Intel Evo Core i5-1240P/8GB/256GB SSD/13.3""",New,Vostro,Intel Evo Core i5,8,256,SSD,,13.3,No,919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Vostro 5510 Intel Core i5-11300H/8GB/256GB SSD/15.6""",New,Vostro,Intel Core i5,8,256,SSD,,15.6,No,1091.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dell Vostro 5515 AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",New,Vostro,AMD Ryzen 5,8,256,SSD,,15.6,No,1895.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Dell Vostro 5620 Intel Core i5-1240P/8GB/256GB SSD/16""",New,Vostro,Intel Core i5,8,256,SSD,,16,No,887.87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Dell XPS 15 9520 Intel Core i7-12700H/16GB RAM/1TB SSD/RTX 3050 Ti/15.6'' (PT),New,XPS,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,3012.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Dell XPS 15 9520 Intel Core i7-12700H/32GB/1TB SSD/RTX3050 Ti/15.6"" Táctil",Refurbished,XPS,Intel Core i7,32,1000,SSD,RTX 3050,15.6,Yes,2818.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Dynabook Portégé X30-F-15T Intel Core i5-8265U/8GB/256GB SSD/13.3""",New,Portégé,Intel Core i5,8,256,SSD,,13.3,No,1369.87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dynabook Toshiba Portégé X30W-J-10P Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",New,Portégé,Intel Core i5,16,512,SSD,,13.3,Yes,1323.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dynabook Toshiba Portégé X30W-J-148 Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",New,Portégé,Intel Core i5,16,512,SSD,,13.3,Yes,1779.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dynabook Toshiba Portégé X30W-K-114 Intel Core i5-1240P/16GB/512GB SSD/13.3"" Táctil",New,Portégé,Intel Core i5,16,512,SSD,,13.3,Yes,1581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dynabook Toshiba Satellite Pro A50-F-107 Intel Core i3-8145U/8GB/256GB SSD/15.6""",New,Satellite Pro,Intel Core i3,8,256,SSD,,15.6,No,734.64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Dynabook Toshiba Satellite Pro C50-H-10C Intel Core i3-1005G1/8GB/512GB SSD/15.6""",Refurbished,Satellite Pro,Intel Core i3,8,512,SSD,,15.6,No,397.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Dynabook Toshiba Tecra A50-J-13Y Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Tecra,Intel Core i5,8,512,SSD,,15.6,No,1093.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Gigabyte AERO 15 OLED YD-73ES624SP Intel Core i7-11800H/16GB/1TB SSD/RTX 3080/15.6""",New,Aero,Intel Core i7,16,1000,SSD,RTX 3080,15.6,No,2835.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Gigabyte AERO 16 XE5-73PT938HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/16"" (PT)",New,Aero,Intel Core i7,16,2000,SSD,RTX 3070,16,No,2317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Gigabyte AERO 17 XE5-73PT738HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/17.3"" (PT)",New,Aero,Intel Core i7,16,2000,SSD,RTX 3070,17.3,No,2228.59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Gigabyte AORUS 15 XE4-73ESB14SH Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/15.6""",New,Aorus,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Gigabyte AORUS 15X ASF-83ES654SH Intel Core i7-13700HX/16GB/1TB SSD/RTX 4070/15.6""",New,Aorus,Intel Core i7,16,1000,SSD,RTX 4070,15.6,No,2511,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12288
"Gigabyte AORUS 17G KD-72ES325SD Intel Core i7-11800H/16GB/512GB SSD/RTX 3060/17.3""",New,Aorus,Intel Core i7,16,512,SSD,RTX 3060,17.3,No,1552.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Gigabyte AORUS 17H BXF-74ES554SH Intel Core i7-13700H/16GB/1TB SSD/RTX 4080/17.3""",New,Aorus,Intel Core i7,16,1000,SSD,RTX 4080,17.3,No,2532.38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Gigabyte AORUS 5 SE4-73PT213SH Intel Core i7-12700H/16GB/512GB SSD/RTX 3070Ti/15.6"" (PT)",New,Aorus,Intel Core i7,16,512,SSD,RTX 3070,15.6,No,1878.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Gigabyte G7 GD-51PT123SD Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/17.3"" (PT)",New,G7,Intel Core i5,16,512,SSD,RTX 3050,17.3,No,1376.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8192
"Gigabyte U4 UD-50ES823SO Intel Core i5-1155G7/16GB/512GB SSD/14""",Refurbished,U4,Intel Core i5,16,512,SSD,,14,No,899,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP 15-DW3009NS Intel Core i5-1135G7/8GB/256GB SSD/MX350/15.6""",New,G7,Intel Core i5,8,256,SSD,,15.6,No,684.93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP 15S-EQ1133NS AMD 3020e/4GB/256GB SSD/15.6""",New,15S,AMD 3020e,4,256,SSD,,15.6,No,355.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HP 15S-EQ1142NS AMD 3020e/4GB/128GB SSD/15.6""",New,15S,AMD 3020e,4,128,SSD,,15.6,No,367.34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HP 15S-EQ1157NS AMD Athlon Silver 3050U/8GB/256GB SSD/15.6""",New,15S,AMD Athlon,8,256,SSD,,15.6,No,459.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HP 15S-EQ1161NS AMD Athlon Silver 3050U/8GB/256GB SSD/15.6""",New,15S,AMD Athlon,8,256,SSD,,15.6,No,377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HP 15S-EQ2094NS AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",New,15S,AMD Ryzen 5,8,256,SSD,,15.6,No,478.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
